Handle,Title,Vendor,Type,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,product.metafields.custom.artisan,product.metafields.custom.concentration,product.metafields.custom.top_notes,product.metafields.custom.heart_notes,product.metafields.custom.base_notes,Body (HTML)
laurent-parfum,Parfum,Laurent,Extract,TRUE,Title,Default Title,shopify,39,deny,manual,319,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Laurent,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Laurent. Perfect for Male seeking a Spicy scent with Strong longevity.
laurent-edp,EDP,Laurent,Parfum,TRUE,Title,Default Title,shopify,40,deny,manual,320,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Laurent,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Laurent. Perfect for Male seeking a Spicy scent with Strong longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,41,deny,manual,321,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floral scent with Medium longevity.
gabbana-intense,Intense,Gabbana,Parfum,TRUE,Title,Default Title,shopify,42,deny,manual,322,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floral scent with Strong longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,43,deny,manual,323,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floriental scent with Medium longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,324,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floriental scent with Medium longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,45,deny,manual,325,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floriental scent with Strong longevity.
gabbana-intense,Intense,Gabbana,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,326,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floriental scent with Strong longevity.
gabbana-edt,EDT,Gabbana,Cologne,TRUE,Title,Default Title,shopify,47,deny,manual,327,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Gabbana,Cologne,Floral,Aromatic,Medium,A masterfully crafted EDT fragrance by Gabbana. Perfect for Female seeking a Floral scent with Medium longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,328,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floral scent with Medium longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,329,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floral scent with Strong longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,330,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Female seeking a Floral scent with Strong longevity.
gabbana-edt,EDT,Gabbana,Cologne,TRUE,Title,Default Title,shopify,51,deny,manual,331,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Gabbana,Cologne,Aromatic,Aromatic,Strong,A masterfully crafted EDT fragrance by Gabbana. Perfect for Male seeking a Aromatic scent with Strong longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,332,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Male seeking a Aromatic scent with Strong longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,333,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Gabbana. Perfect for Male seeking a Spicy scent with Medium longevity.
gabbana-intense,Intense,Gabbana,Parfum,TRUE,Title,Default Title,shopify,54,deny,manual,334,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Male seeking a Spicy scent with Strong longevity.
gabbana-parfum,Parfum,Gabbana,Extract,TRUE,Title,Default Title,shopify,55,deny,manual,335,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Gabbana,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Gabbana. Perfect for Male seeking a Spicy scent with Strong longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,336,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Gabbana. Perfect for Male seeking a Spicy scent with Medium longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,57,deny,manual,337,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Male seeking a Spicy scent with Strong longevity.
gabbana-edt,EDT,Gabbana,Cologne,TRUE,Title,Default Title,shopify,58,deny,manual,338,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Gabbana,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted EDT fragrance by Gabbana. Perfect for Male seeking a Aromatic scent with Medium longevity.
gabbana-edp,EDP,Gabbana,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,339,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Gabbana,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Gabbana. Perfect for Male seeking a Aromatic scent with Strong longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,60,deny,manual,340,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,61,deny,manual,341,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,62,deny,manual,342,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,63,deny,manual,343,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,64,deny,manual,344,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,65,deny,manual,345,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,66,deny,manual,346,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,67,deny,manual,347,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,68,deny,manual,348,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,69,deny,manual,349,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Fougere,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Unisex seeking a Fougere scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,20,deny,manual,350,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,21,deny,manual,351,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Spicy,Aromatic,Strong,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,22,deny,manual,352,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,23,deny,manual,353,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,24,deny,manual,354,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Aromatic scent with Medium longevity.
azzaro-parfum,Parfum,Azzaro,Extract,TRUE,Title,Default Title,shopify,25,deny,manual,355,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Azzaro,Extract,Spicy,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,26,deny,manual,356,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,27,deny,manual,357,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,28,deny,manual,358,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Woody scent with Strong longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,29,deny,manual,359,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Aromatic,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Aromatic scent with Medium longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,30,deny,manual,360,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Aromatic scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,31,deny,manual,361,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Aromatic scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,32,deny,manual,362,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,33,deny,manual,363,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,34,deny,manual,364,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,35,deny,manual,365,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,36,deny,manual,366,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,37,deny,manual,367,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,38,deny,manual,368,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Spicy scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,39,deny,manual,369,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,40,deny,manual,370,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,41,deny,manual,371,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Floriental,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Female seeking a Floriental scent with Medium longevity.
azzaro-edt,EDT,Azzaro,Cologne,TRUE,Title,Default Title,shopify,42,deny,manual,372,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Azzaro,Cologne,Spicy,Aromatic,Medium,A masterfully crafted EDT fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Medium longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,43,deny,manual,373,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Spicy scent with Strong longevity.
azzaro-edp,EDP,Azzaro,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,374,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Azzaro,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Azzaro. Perfect for Male seeking a Woody scent with Strong longevity.
haramain-noir,Noir,Haramain,Parfum,TRUE,Title,Default Title,shopify,45,deny,manual,375,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Woody,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Woody scent with hours longevity.
haramain-eco,Eco,Haramain,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,376,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Spicy scent with hours longevity.
haramain-rouge,Rouge,Haramain,Parfum,TRUE,Title,Default Title,shopify,47,deny,manual,377,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Spicy scent with hours longevity.
haramain-exclusif,Exclusif,Haramain,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,378,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Spicy scent with hours longevity.
haramain-laventure,L'Aventure,Haramain,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,379,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Woody,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Men seeking a Woody scent with hours longevity.
haramain-intense,Intense,Haramain,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,380,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Men seeking a Spicy scent with hours longevity.
haramain-blanche,Blanche,Haramain,Parfum,TRUE,Title,Default Title,shopify,51,deny,manual,381,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Woody,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Women seeking a Woody scent with hours longevity.
haramain-femme,Femme,Haramain,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,382,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floriental,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Women seeking a Floriental scent with hours longevity.
haramain-knight,Knight,Haramain,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,383,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Aromatic,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Men seeking a Aromatic scent with hours longevity.
haramain-gold,Gold,Haramain,Parfum,TRUE,Title,Default Title,shopify,54,deny,manual,384,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floriental,Aromatic,hours,A masterfully crafted EDP fragrance by Haramain. Perfect for Women seeking a Floriental scent with hours longevity.
haramain-edition,Edition,Haramain,Parfum,TRUE,Title,Default Title,shopify,55,deny,manual,385,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-edition,Edition,Haramain,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,386,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floriental scent with Medium longevity.
haramain-edition,Edition,Haramain,Parfum,TRUE,Title,Default Title,shopify,57,deny,manual,387,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Aromatic scent with Strong longevity.
haramain-edition,Edition,Haramain,Parfum,TRUE,Title,Default Title,shopify,58,deny,manual,388,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Spicy scent with Strong longevity.
haramain-edition,Edition,Haramain,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,389,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Spicy scent with Strong longevity.
haramain-edition,Edition,Haramain,Parfum,TRUE,Title,Default Title,shopify,60,deny,manual,390,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-night,Night,Haramain,Parfum,TRUE,Title,Default Title,shopify,61,deny,manual,391,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Spicy scent with Medium longevity.
haramain-dubai,Dubai,Haramain,Parfum,TRUE,Title,Default Title,shopify,62,deny,manual,392,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Aquatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Aquatic scent with Medium longevity.
haramain-extreme,Extreme,Haramain,Extract,TRUE,Title,Default Title,shopify,63,deny,manual,393,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Haramain,Extract,Floral,Aromatic,Strong,A masterfully crafted PARFUM fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
haramain-intense,Intense,Haramain,Parfum,TRUE,Title,Default Title,shopify,64,deny,manual,394,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Haramain,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Haramain. Perfect for Unisex seeking a Floral scent with Strong longevity.
